Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
PAndAS-50,-7.415368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And X,-6.020876467463452,0.78,6155.818502692104,0.20049753475925342,0.63,0.0
PAndAS-C02,-7.815368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And V,-6.592587528613316,0.78,10175.944871797152,0.12128863213831377,0.81,0.0
And XV,-6.677930381809033,1.13,8958.429748437791,0.1377726307928457,0.76,0.0
And II,-7.113730853084904,0.78,6552.868020628406,0.18834904507916608,0.65,0.0
And XXIV,-7.183255065603328,1.13,5583.508845979233,0.22104853207207686,0.6,0.0
PAndAS-55,-7.825368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-56,-6.905368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XXII,-6.434303383789732,0.78,9679.632974376776,0.12750756536764565,0.79,0.0
PAndAS-57,-7.665368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-58,-7.535368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XXIII,-6.432911846129704,0.78,8265.144066728702,0.1493290890334916,0.73,0.0
Segue 2,-11.285315056931292,0.78,13.958772114948081,88.41941282883074,0.03,0.0
Eridanus 3,-11.081072547491967,1.13,125.62894903453277,9.824379203203415,0.09,0.0
[KK2000] 03,-4.507375048259253,1.13,34896.930287370196,0.019894367886486918,2.0,0.0
Fornax,-9.16730149501414,0.78,303.9910371699805,4.06007507887488,0.14,0.0
Horologium 1,-10.63337759238673,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Horologium 2,-10.93337759238673,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Reticulum 2,-11.76531505693129,1.13,13.958772114948081,88.41941282883074,0.03,0.0
Eridanus 2,-8.076952564836041,1.13,2010.0631845525243,0.6140237002002135,0.36,0.0
Pictoris 1,-10.396772196054165,1.13,187.66793621207975,6.57665054098741,0.11,0.0
Carina,-9.889557566370616,0.78,155.09746794386757,7.957747154594767,0.1,0.0
DDO044,-4.947375048259254,0.78,34896.930287370196,0.007722893949587803,3.21,0.0
KK70,-4.0773750482592535,0.78,34896.930287370196,0.0009220589930947394,9.29,0.0
KK72,-3.977375048259253,0.78,34896.930287370196,0.0008285867507907919,9.8,0.0
NGC2784 dw01,-3.677375048259253,1.13,34896.930287370196,0.0008285867507907919,9.8,0.0
UGC05086,-4.347375048259253,0.78,34896.930287370196,0.001004639206488419,8.9,0.0
[CKT2009]d0934+70,-4.187375048259253,0.78,34896.930287370196,0.008725217265245786,3.02,0.0
[CKT2009]d0944+69,-6.237375048259254,1.13,34896.930287370196,0.005396692677540939,3.84,0.0
F8D1,-4.1573750482592535,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
FM1,-4.707375048259253,0.78,34896.930287370196,0.005569375965534817,3.78,0.0
KK77,-4.707375048259253,0.78,34896.930287370196,0.005510905231713828,3.8,0.0
[CKT2009]d0955+70,-5.627375048259253,1.13,34896.930287370196,0.00668577790766206,3.45,0.0
KKSG16,-4.247375048259253,1.13,34896.930287370196,0.0008457590769045348,9.7,0.0
KKH57,-4.777375048259253,0.78,34896.930287370196,0.005876171989156107,3.68,0.0
BK5N,-4.887375048259253,0.78,34896.930287370196,0.005812817497877843,3.7,0.0
KDG063,-3.897375048259253,0.78,34896.930287370196,0.005973163561339665,3.65,0.0
KDG065,-4.357375048259253,0.78,34896.930287370196,0.0008457590769045348,9.7,0.0
[CKT2009]d1006+67,-5.807375048259253,1.13,34896.930287370196,0.006106266184724463,3.61,0.0
KDG064,-4.197375048259254,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
Segue 1,-12.657497575042653,1.13,6.203898717754704,198.94367886486916,0.02,0.0
IKN,-4.667375048259253,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
SexDSph,-10.171072547491965,0.78,125.62894903453277,9.824379203203415,0.09,0.0
DDO078,-4.8273750482592535,0.78,34896.930287370196,0.006571002736982071,3.48,0.0
BK6N,-4.877375048259253,0.78,34896.930287370196,0.007263302776165577,3.31,0.0
UMa I,-9.609557566370615,1.13,155.09746794386757,7.957747154594767,0.1,0.0
LeG14,-4.547375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
KK93,-4.257375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
KK96,-4.237375048259254,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-08,-4.467375048259253,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LeoII,-8.79367754902654,0.78,969.3591746491721,1.2732395447351628,0.25,0.0
LeoV,-9.519012556164004,1.13,502.5157961381308,2.456094800800854,0.18,0.0
LeoIV,-9.771317601058767,0.78,397.049517936301,3.1084949822635806,0.16,0.0
Crater,-8.968659723614067,1.13,448.23168235777746,2.7535457282334828,0.17,0.0
Crater 2,-8.491195074275366,1.13,223.3403538391693,5.5262133018019215,0.12,0.0
BTS116,-4.297375048259253,1.13,34896.930287370196,0.005074576034712508,3.96,0.0
KK134,-4.177375048259253,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
d1219+4705,-4.777375048259253,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
[KKH2011]S11,-4.237375048259254,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
KK136,-4.347375048259253,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
d1220+4649,-4.707375048259253,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
BTS132,-4.707375048259253,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
ComaI,-11.04543758371469,1.13,24.815594871018813,49.73591971621729,0.04,0.0
KKSG31,-4.217375048259253,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
N4594-DGSAT-3,-4.707375048259253,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwA,-5.1173750482592535,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG32,-4.547375048259253,0.78,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG33,-4.507375048259253,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwB,-4.897375048259253,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG34,-4.297375048259253,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
NGC4627,-3.9973750482592534,0.78,34896.930287370196,0.0014932908903349162,7.3,0.0
KK166,-4.637375048259253,0.78,34896.930287370196,0.004129154142306634,4.39,0.0
ESO219-010,-2.867375048259253,0.78,34896.930287370196,0.004323899106500599,4.29,0.0
KDG216,-4.317375048259253,1.13,34896.930287370196,0.002210485320720769,6.0,0.0
CVnII,-9.251317601058766,0.78,397.049517936301,3.1084949822635806,0.16,0.0
[KK2000] 53,-4.637375048259253,1.13,34896.930287370196,0.009333068064593225,2.92,0.0
KK189,-4.6173750482592535,1.13,34896.930287370196,0.004447432867000187,4.23,0.0
KK197,-3.977375048259253,1.13,34896.930287370196,0.005396692677540939,3.84,0.0
[KK2000] 55,-4.287375048259253,1.13,34896.930287370196,0.005368694319173395,3.85,0.0
KK198,-4.0773750482592535,0.78,34896.930287370196,0.0033143470031631677,4.9,0.0
AM1320-230,-4.127375048259253,0.78,34896.930287370196,0.0033143470031631677,4.9,0.0
CVnI,-7.684712204726203,1.13,750.6717448483192,1.6441626352468526,0.22,0.0
NGC5206,-3.1273750482592533,1.13,34896.930287370196,0.007722893949587803,3.21,0.0
KK208,-5.047375048259253,0.78,34896.930287370196,0.0031704045619717724,5.01,0.0
[KK2000] 57,-4.817375048259253,1.13,34896.930287370196,0.005396692677540939,3.84,0.0
KK213,-4.5773750482592535,1.13,34896.930287370196,0.005598960911984722,3.77,0.0
[KK2000] 58,-4.887375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
KK217,-4.877375048259253,1.13,34896.930287370196,0.00649612012619981,3.5,0.0
KK218,-4.697375048259254,1.13,34896.930287370196,0.003260890669653152,4.94,0.0
CenN,-4.777375048259253,1.13,34896.930287370196,0.005940567913788682,3.66,0.0
BootesIII,-9.791617557698578,1.13,38.774366985966886,31.830988618379067,0.05,0.0
UMin,-9.113255065603328,1.13,55.8350884597923,22.104853207207686,0.06,0.0
Hercules,-8.737375048259253,1.13,348.9693028737021,3.53677651315323,0.15,0.0
Draco,-8.20337759238673,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Sag dSph,-7.817497575042653,1.13,6.203898717754704,198.94367886486916,0.02,0.0
Kim2,-10.369557566370615,1.13,155.09746794386757,7.957747154594767,0.1,0.0
Segue 3,-12.707497575042652,1.13,6.203898717754704,198.94367886486916,0.02,0.0
KK258,-4.437375048259253,0.78,34896.930287370196,0.015859668276855,2.24,0.0
Tucana 2,-10.71325506560333,1.13,55.8350884597923,22.104853207207686,0.06,0.0
Grus 1,-10.291195074275366,1.13,223.3403538391693,5.5262133018019215,0.12,0.0
Lac I,-5.347930381809033,1.13,8958.429748437791,0.1377726307928457,0.76,0.0
PiscesII,-9.099012556164004,0.78,502.5157961381308,2.456094800800854,0.18,0.0
ApplesI,-5.8673750482592535,1.13,34896.930287370196,0.0011495913395945195,8.32,0.0
Cas dSph,-6.391929861603183,0.78,10428.753744545655,0.11834841098445521,0.82,0.0
Phoenix 2,-10.88337759238673,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Peg dSph,-6.651929861603183,0.78,10428.753744545655,0.11834841098445521,0.82,0.0
And XXI,-6.25056066388348,1.13,11471.008729128447,0.10759528332334732,0.86,0.0
PAndAS-01,-6.945368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-02,-7.245368360989655,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XVII,-5.941094126908664,0.78,8493.137344606188,0.14532043744694606,0.74,0.0
NGC0205,-3.5033775923867285,0.78,9926.237948407523,0.12433979929054323,0.8,0.0
MESSIER032,-6.194303383789732,0.78,9679.632974376776,0.12750756536764565,0.79,0.0
Scl-MM-Dw2,-4.737375048259254,1.13,34896.930287370196,0.008174871748227695,3.12,0.0
Cetus III,-10.03367754902654,1.13,969.3591746491721,1.2732395447351628,0.25,0.0
UGC01703,-4.587375048259253,0.78,34896.930287370196,0.0042838632191874336,4.31,0.0
Triangulum II,-12.095315056931291,1.13,13.958772114948081,88.41941282883074,0.03,0.0
Perseus I,-5.864303383789732,1.13,9679.632974376776,0.12750756536764565,0.79,0.0
Pictor II,-10.961617557698577,1.13,38.774366985966886,31.830988618379067,0.05,0.0
MADCASH J0742+65dw,-6.257375048259253,1.13,34896.930287370196,0.006924536990275726,3.39,0.0
UMa II,-12.22531505693129,0.78,13.958772114948081,88.41941282883074,0.03,0.0
N2683dw2,-4.967375048259253,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW3,-3.8673750482592535,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW6,-5.1173750482592535,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW13,-4.237375048259254,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW14,-4.257375048259253,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW15,-4.267375048259253,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
NGC2784,-0.8173750482592532,0.78,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW20,-4.647375048259253,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW21,-5.6573750482592535,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW23,-5.787375048259253,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
d1005+68,-6.197375048259254,1.13,34896.930287370196,0.005023703413168081,3.98,0.0
LeG09,-4.467375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG16,-4.667375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3377,-1.5473750482592532,0.78,34896.930287370196,0.0007329168359417669,10.42,0.0
Willman1,-11.63543758371469,0.78,24.815594871018813,49.73591971621729,0.04,0.0
LeG26,-3.6073750482592533,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH65,-4.067375048259253,1.13,34896.930287370196,0.0007957747154594767,10.0,0.0
LeG27,-3.7773750482592527,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-14,-4.167375048259253,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH67,-4.467375048259253,1.13,34896.930287370196,0.0007957747154594767,10.0,0.0
PGC4561602,-4.277375048259253,0.78,34896.930287370196,0.0020371832715762603,6.25,0.0
Virgo I,-11.561072547491966,1.13,125.62894903453277,9.824379203203415,0.09,0.0
PGC4560429,-4.747375048259253,1.13,34896.930287370196,0.0019611520728776144,6.37,0.0
N4258dwC,-4.947375048259254,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG090,-4.857375048259253,0.78,34896.930287370196,0.00896102332619563,2.98,0.0
PGC213976,-4.207375048259253,0.78,34896.930287370196,0.0013923439913837042,7.56,0.0
PGC1853813,-3.6073750482592533,0.78,34896.930287370196,0.0012310566499892902,8.04,0.0
Hydra II,-9.681670861756942,1.13,262.1147208251363,4.708726126979152,0.13,0.0
PGC40195,-3.8673750482592535,0.78,34896.930287370196,0.00154362302329179,7.18,0.0
N4258dwB,-4.677375048259253,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
NGC 4631dw3,-5.267375048259253,1.13,34896.930287370196,0.0014532043744694607,7.4,0.0
BTS151,-4.347375048259253,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
KK177,-4.757375048259253,1.13,34896.930287370196,0.004110406588117131,4.4,0.0
KK180,-4.737375048259254,1.13,34896.930287370196,0.004110406588117131,4.4,0.0
CenA-MM-Dw5,-6.5773750482592535,1.13,34896.930287370196,0.00680358670581954,3.42,0.0
CenA-MM-Dw4,-5.197375048259254,1.13,34896.930287370196,0.005205190412539666,3.91,0.0
NGC5128,0.18262495174074683,0.78,34896.930287370196,0.005876171989156107,3.68,0.005576945422012978
CenA-MM-Dw6,-5.857375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1326-29,-5.227375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw7,-5.997375048259253,1.13,34896.930287370196,0.006924536990275726,3.39,0.0
CenA-MM-Dw2,-6.067375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-34,-5.317375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1330-33,-5.917375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw1,-4.107375048259253,1.13,34896.930287370196,0.006039164867757036,3.63,0.0
CenA-MM-Dw3,-4.217375048259253,1.13,34896.930287370196,0.0037444521504203187,4.61,0.0
CenA-MM-Dw9,-5.187375048259253,1.13,34896.930287370196,0.005510905231713828,3.8,0.0
CenA-MM-Dw8,-5.6173750482592535,1.13,34896.930287370196,0.006608930523959809,3.47,0.0
dw1335-29,-5.317375048259253,1.13,34896.930287370196,0.0031704045619717724,5.01,0.0
dw1336-32,-4.9073750482592535,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1337-26,-5.027375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1340-30,-5.237375048259254,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1341-33,-5.047375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
KK211,-4.347375048259253,1.13,34896.930287370196,0.005876171989156107,3.68,0.0
M101Dw9,-5.947375048259254,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
KK227,-4.217375048259253,1.13,34896.930287370196,0.0009737630142575243,9.04,0.0
BootesII,-12.035437583714693,0.78,24.815594871018813,49.73591971621729,0.04,0.0
BootesI,-9.639361486342102,1.13,75.99775929249513,16.24030031549952,0.07,0.0
M101Dw10,-6.427375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df3,-4.8273750482592535,1.13,34896.930287370196,0.0018719530172839512,6.52,0.0
M101dwD,-5.137375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-dwA,-5.137375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw7,-5.977375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df2,-5.3673750482592535,1.13,34896.930287370196,0.001686074118129531,6.87,0.0
M101dwB,-5.487375048259254,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw11,-5.857375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw14,-5.897375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
Pegasus III,-9.535118976902778,1.13,683.979833632456,1.8044778128332806,0.21,0.0
Aquarius 2,-9.906772196054165,0.78,187.66793621207975,6.57665054098741,0.11,0.0
Tucana III,-11.895315056931292,1.13,13.958772114948081,88.41941282883074,0.03,0.0
And XXIX,-6.922911846129704,0.78,8265.144066728702,0.1493290890334916,0.73,0.0
Cetus,-5.634303383789733,1.13,9679.632974376776,0.12750756536764565,0.79,0.0
NGC0404,-1.2573750482592532,0.78,34896.930287370196,0.00896102332619563,2.98,0.0
N2146sat,-4.237375048259254,0.78,34896.930287370196,0.003929751681281367,4.5,0.0
KSP-DW1,-4.297375048259253,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW17,-3.7073750482592533,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KK73,-2.677375048259253,0.78,34896.930287370196,0.0008285867507907919,9.8,0.0
KK74,-3.5673750482592532,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW28,-3.7473750482592534,0.78,34896.930287370196,0.0008252150889737026,9.82,0.0
[CKT2009]d0944+71,-5.627375048259253,0.78,34896.930287370196,0.006608930523959809,3.47,0.0
KDG061,-4.697375048259254,0.78,34896.930287370196,0.005940567913788682,3.66,0.0
NGC3115,-0.9173750482592531,0.78,34896.930287370196,0.0008492575595283331,9.68,0.0
KKSG18,-2.657375048259253,0.78,34896.930287370196,0.0008457590769045348,9.7,0.0
LeoI,-6.239610870428979,1.13,1048.4588833005446,1.177181531744788,0.26,0.0
[CKT2009]d1009+70,-3.1273750482592533,0.78,34896.930287370196,0.0009824379203203417,9.0,0.0
[CKT2009]d1014+68,-4.607375048259253,0.78,34896.930287370196,0.005396692677540939,3.84,0.0
[CKT2009]d1015+69,-5.287375048259253,0.78,34896.930287370196,0.004803981403204829,4.07,0.0
AGC205445,-3.617375048259253,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG17,-3.857375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG19,-4.187375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3384,-1.4973750482592532,1.13,34896.930287370196,0.0008967849895414697,9.42,0.0
PGC032348,-3.467375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC740112,-4.887375048259253,0.78,34896.930287370196,0.0016147894811313964,7.02,0.0
AGC205544,-3.9073750482592535,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC202456,-3.537375048259253,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3521sat,-3.467375048259253,1.13,34896.930287370196,0.0006950604554629024,10.7,0.0
AGC213436,-3.8373750482592532,0.78,34896.930287370196,0.00075009399138418,10.3,0.0
KDG078,-3.797375048259253,1.13,34896.930287370196,0.0008119321655540013,9.9,0.0
NGC3990,-2.557375048259253,1.13,34896.930287370196,0.00075009399138418,10.3,0.0
KDG098,-3.967375048259253,0.78,34896.930287370196,0.0009824379203203417,9.0,0.0
PGC4555586,-3.767375048259253,0.78,34896.930287370196,0.0011777320692209325,8.22,0.0
KK132,-5.067375048259253,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG101,-3.677375048259253,0.78,34896.930287370196,0.0015015070557969233,7.28,0.0
PGC4323538,-4.207375048259253,1.13,34896.930287370196,0.0014184907254344943,7.49,0.0
LV J1228+4358,-3.557375048259253,1.13,34896.930287370196,0.004803981403204829,4.07,0.0
dw1240-42,-5.247375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
SUCD1,-4.707375048259253,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
HSC-9,-5.007375048259253,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1241-32,-5.697375048259254,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
N4625A,-4.757375048259253,1.13,34896.930287370196,0.0012750756536764568,7.9,0.0
HSC-10,-5.247375048259253,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1243-42,-5.427375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
LV J1243+3232,-4.997375048259253,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
KK165,-4.6573750482592535,1.13,34896.930287370196,0.00272899422311206,5.4,0.0
dw1251-40,-5.857375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-40,-4.727375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-43,-5.817375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1255+40,-4.6573750482592535,1.13,34896.930287370196,0.0009737630142575243,9.04,0.0
dw1257-41,-4.977375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1258-37,-5.587375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1301-30,-5.387375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1302-40,-5.517375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
KDG218,-4.727375048259253,0.78,34896.930287370196,0.0031830988618379067,5.0,0.0
dw1306-29,-5.237375048259254,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1308+40,-4.557375048259253,1.13,34896.930287370196,0.0009737630142575243,9.04,0.0
ESO269-066,-3.6673750482592533,1.13,34896.930287370196,0.005658842421045168,3.75,0.0
NGC5011C,-3.197375048259253,0.78,34896.930287370196,0.005719689751665553,3.73,0.0
LV J1313+1003,-4.747375048259253,0.78,34896.930287370196,0.002843667352030177,5.29,0.0
dw1314-28,-4.847375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-21,-5.047375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-44,-6.197375048259254,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1321-27,-5.317375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1322-27,-4.927375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1323-40c,-5.467375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40b,-5.277375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40,-5.127375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1325-33,-5.3273750482592535,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1326-37,-5.6573750482592535,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1327+51,-5.107375048259253,1.13,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1328-29,-5.357375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1329-45,-5.707375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-38,-5.957375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-40,-6.3273750482592535,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-37,-6.227375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
UGCA361,-3.937375048259253,0.78,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1337-44,-5.457375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1337-41,-5.6173750482592535,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1338+50,-5.027375048259253,1.13,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1341-43,-5.227375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1342-43,-5.307375048259253,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1343-34,-5.807375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1355+51,-5.037375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1357-28,-5.607375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
UGC08882,-3.977375048259253,0.78,34896.930287370196,0.0011495913395945195,8.32,0.0
dw1401-32,-5.237375048259254,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1403-33,-5.357375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
M101dwC,-5.527375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1406-29,-5.237375048259254,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1408+56,-4.727375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1409-33,-5.227375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1412+56,-5.317375048259253,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1413-34,-5.857375048259253,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
