Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
LeoIV,-7.391155326926012,0.48,397.049517936301,3.1084949822635806,0.16,0.0
Crater,-6.668497449481314,0.98,448.23168235777746,2.7535457282334828,0.17,0.0
Crater 2,-6.191032800142612,0.98,223.3403538391693,5.5262133018019215,0.12,0.0
BTS116,-1.9972127741264991,0.98,34896.930287370196,0.005074576034712508,3.96,0.0
KK134,-1.8672127741264992,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
d1219+4705,-2.4872127741264993,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
[KKH2011]S11,-2.257212774126499,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
KK136,-2.047212774126499,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
d1220+4649,-2.507212774126499,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
BTS132,-2.4072127741264993,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
ComaI,-8.755275309581936,0.98,24.815594871018813,49.73591971621729,0.04,0.0
KKSG31,-1.917212774126499,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
N4594-DGSAT-3,-2.4072127741264993,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwA,-2.8172127741264994,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG32,-2.2372127741264993,0.48,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG33,-2.207212774126499,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwB,-2.6072127741264994,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG34,-1.9972127741264991,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
NGC4627,-0.7472127741264991,0.36,34896.930287370196,0.0014932908903349162,7.3,0.0
KK166,-2.3972127741264995,0.48,34896.930287370196,0.004129154142306634,4.39,0.0
ESO219-010,-0.857212774126499,0.48,34896.930287370196,0.004323899106500599,4.29,0.0
KDG216,-2.0172127741264987,0.98,34896.930287370196,0.002210485320720769,6.0,0.0
CVnII,-7.011155326926012,0.48,397.049517936301,3.1084949822635806,0.16,0.0
[KK2000] 53,-2.337212774126499,0.98,34896.930287370196,0.009333068064593225,2.92,0.0
KK189,-2.3172127741264994,0.98,34896.930287370196,0.004447432867000187,4.23,0.0
KK197,-1.6872127741264995,0.98,34896.930287370196,0.005396692677540939,3.84,0.0
[KK2000] 55,-1.9872127741264993,0.98,34896.930287370196,0.005368694319173395,3.85,0.0
KK198,-1.9272127741264988,0.48,34896.930287370196,0.0033143470031631677,4.9,0.0
AM1320-230,-1.9472127741264993,0.48,34896.930287370196,0.0033143470031631677,4.9,0.0
CVnI,-5.384549930593448,0.98,750.6717448483192,1.6441626352468526,0.22,0.0
NGC5206,-0.8272127741264992,0.98,34896.930287370196,0.007722893949587803,3.21,0.0
KK208,-2.3472127741264988,0.48,34896.930287370196,0.0031704045619717724,5.01,0.0
[KK2000] 57,-2.5272127741264994,0.98,34896.930287370196,0.005396692677540939,3.84,0.0
KK213,-2.2772127741264994,0.98,34896.930287370196,0.005598960911984722,3.77,0.0
[KK2000] 58,-2.5972127741264988,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
KK217,-2.587212774126499,0.98,34896.930287370196,0.00649612012619981,3.5,0.0
KK218,-2.3972127741264995,0.98,34896.930287370196,0.003260890669653152,4.94,0.0
CenN,-2.4872127741264993,0.98,34896.930287370196,0.005940567913788682,3.66,0.0
BootesIII,-7.4914552835658235,0.98,38.774366985966886,31.830988618379067,0.05,0.0
UMin,-6.823092791470574,0.98,55.8350884597923,22.104853207207686,0.06,0.0
Hercules,-6.4372127741264995,0.98,348.9693028737021,3.53677651315323,0.15,0.0
Draco,-5.913215318253974,0.98,99.26237948407527,12.433979929054322,0.08,0.0
Sag dSph,-5.527335300909899,0.98,6.203898717754704,198.94367886486916,0.02,0.0
Kim2,-8.07939529223786,0.98,155.09746794386757,7.957747154594767,0.1,0.0
Segue 3,-10.4173353009099,0.98,6.203898717754704,198.94367886486916,0.02,0.0
KK258,-2.167212774126499,0.36,34896.930287370196,0.015859668276855,2.24,0.0
Tucana 2,-8.423092791470575,0.98,55.8350884597923,22.104853207207686,0.06,0.0
Grus 1,-8.001032800142612,0.98,223.3403538391693,5.5262133018019215,0.12,0.0
Lac I,-3.0577681076762784,0.98,8958.429748437791,0.1377726307928457,0.76,0.0
PiscesII,-6.9388502820312485,0.36,502.5157961381308,2.456094800800854,0.18,0.0
ApplesI,-3.5672127741264994,0.98,34896.930287370196,0.0011495913395945195,8.32,0.0
Cas dSph,-3.7517675874704275,0.48,10428.753744545655,0.11834841098445521,0.82,0.0
Phoenix 2,-8.583215318253973,0.98,99.26237948407527,12.433979929054322,0.08,0.0
Peg dSph,-4.051767587470428,0.48,10428.753744545655,0.11834841098445521,0.82,0.0
And XXI,-3.9603983897507256,0.98,11471.008729128447,0.10759528332334732,0.86,0.0
PAndAS-01,-4.6552060868569,0.98,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-02,-4.945206086856901,0.98,9436.129949704902,0.13079794797164312,0.78,0.0
And XVII,-3.900931852775909,0.36,8493.137344606188,0.14532043744694606,0.74,0.0
NGC0205,-1.2532153182539743,0.48,9926.237948407523,0.12433979929054323,0.8,0.0
MESSIER032,-2.5841411096569784,0.36,9679.632974376776,0.12750756536764565,0.79,0.0
Scl-MM-Dw2,-2.4372127741264995,0.98,34896.930287370196,0.008174871748227695,3.12,0.0
Cetus III,-7.7335152748937865,0.98,969.3591746491721,1.2732395447351628,0.25,0.0
UGC01703,-2.2672127741264987,0.48,34896.930287370196,0.0042838632191874336,4.31,0.0
Triangulum II,-9.805152782798535,0.98,13.958772114948081,88.41941282883074,0.03,0.0
Perseus I,-3.564141109656978,0.98,9679.632974376776,0.12750756536764565,0.79,0.0
Pictor II,-8.671455283565823,0.98,38.774366985966886,31.830988618379067,0.05,0.0
MADCASH J0742+65dw,-3.957212774126499,0.98,34896.930287370196,0.006924536990275726,3.39,0.0
UMa II,-9.725152782798535,0.48,13.958772114948081,88.41941282883074,0.03,0.0
N2683dw2,-2.667212774126499,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW3,-1.5672127741264994,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW6,-2.8172127741264994,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW13,-1.9372127741264995,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW14,-1.957212774126499,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW15,-1.9672127741264989,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
NGC2784,1.342787225873501,0.36,34896.930287370196,0.0008252150889737026,9.82,0.017715434071651173
KSP-DW20,-2.3472127741264988,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW21,-3.367212774126499,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW23,-3.497212774126499,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
d1005+68,-3.8972127741264995,0.98,34896.930287370196,0.005023703413168081,3.98,0.0
LeG09,-2.167212774126499,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG16,-2.367212774126499,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3377,0.4927872258735011,0.36,34896.930287370196,0.0007329168359417669,10.42,0.001860099400515345
Willman1,-9.325275309581937,0.48,24.815594871018813,49.73591971621729,0.04,0.0
LeG26,-1.3672127741264992,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH65,-1.7772127741264994,0.98,34896.930287370196,0.0007957747154594767,10.0,0.0
LeG27,-1.6572127741264993,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-14,-1.9472127741264993,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH67,-2.167212774126499,0.98,34896.930287370196,0.0007957747154594767,10.0,0.0
PGC4561602,-2.0572127741264987,0.48,34896.930287370196,0.0020371832715762603,6.25,0.0
Virgo I,-9.270910273359211,0.98,125.62894903453277,9.824379203203415,0.09,0.0
PGC4560429,-2.4472127741264993,0.98,34896.930287370196,0.0019611520728776144,6.37,0.0
N4258dwC,-2.6572127741264993,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG090,-2.4772127741264987,0.48,34896.930287370196,0.00896102332619563,2.98,0.0
PGC213976,-1.9072127741264993,0.48,34896.930287370196,0.0013923439913837042,7.56,0.0
PGC1853813,-1.5272127741264994,0.48,34896.930287370196,0.0012310566499892902,8.04,0.0
Hydra II,-7.381508587624188,0.98,262.1147208251363,4.708726126979152,0.13,0.0
PGC40195,-1.6472127741264995,0.48,34896.930287370196,0.00154362302329179,7.18,0.0
N4258dwB,-2.377212774126499,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
NGC 4631dw3,-2.967212774126499,0.98,34896.930287370196,0.0014532043744694607,7.4,0.0
BTS151,-2.047212774126499,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
KK177,-2.467212774126499,0.98,34896.930287370196,0.004110406588117131,4.4,0.0
KK180,-2.4372127741264995,0.98,34896.930287370196,0.004110406588117131,4.4,0.0
CenA-MM-Dw5,-4.287212774126499,0.98,34896.930287370196,0.00680358670581954,3.42,0.0
CenA-MM-Dw4,-2.8972127741264995,0.98,34896.930287370196,0.005205190412539666,3.91,0.0
NGC5128,2.042787225873501,0.36,34896.930287370196,0.005876171989156107,3.68,0.645442889217296
CenA-MM-Dw6,-3.5572127741264987,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1326-29,-2.927212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw7,-3.6972127741264993,0.98,34896.930287370196,0.006924536990275726,3.39,0.0
CenA-MM-Dw2,-3.7672127741264987,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-34,-3.0172127741264987,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1330-33,-3.617212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw1,-1.8172127741264994,0.98,34896.930287370196,0.006039164867757036,3.63,0.0
CenA-MM-Dw3,-1.917212774126499,0.98,34896.930287370196,0.0037444521504203187,4.61,0.0
CenA-MM-Dw9,-2.887212774126499,0.98,34896.930287370196,0.005510905231713828,3.8,0.0
CenA-MM-Dw8,-3.327212774126499,0.98,34896.930287370196,0.006608930523959809,3.47,0.0
dw1335-29,-3.0172127741264987,0.98,34896.930287370196,0.0031704045619717724,5.01,0.0
dw1336-32,-2.617212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1337-26,-2.7272127741264987,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1340-30,-2.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1341-33,-2.747212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
KK211,-2.047212774126499,0.98,34896.930287370196,0.005876171989156107,3.68,0.0
M101Dw9,-3.6472127741264995,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
KK227,-1.917212774126499,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
BootesII,-9.635275309581935,0.48,24.815594871018813,49.73591971621729,0.04,0.0
BootesI,-7.339199212209347,0.98,75.99775929249513,16.24030031549952,0.07,0.0
M101Dw10,-4.137212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df3,-2.537212774126499,0.98,34896.930287370196,0.0018719530172839512,6.52,0.0
M101dwD,-2.837212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-dwA,-2.837212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw7,-3.677212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df2,-3.0672127741264994,0.98,34896.930287370196,0.001686074118129531,6.87,0.0
M101dwB,-3.1872127741264995,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw11,-3.5572127741264987,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw14,-3.5972127741264988,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
Pegasus III,-7.234956702770023,0.98,683.979833632456,1.8044778128332806,0.21,0.0
Aquarius 2,-7.626609921921411,0.48,187.66793621207975,6.57665054098741,0.11,0.0
Tucana III,-9.595152782798536,0.98,13.958772114948081,88.41941282883074,0.03,0.0
And XXIX,-4.592749571996949,0.48,8265.144066728702,0.1493290890334916,0.73,0.0
Cetus,-3.3341411096569784,0.98,9679.632974376776,0.12750756536764565,0.79,0.0
NGC0404,0.4927872258735011,0.36,34896.930287370196,0.00896102332619563,2.98,0.022742544992355562
N2146sat,-2.047212774126499,0.48,34896.930287370196,0.003929751681281367,4.5,0.0
KSP-DW1,-1.9972127741264991,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW17,-1.4072127741264993,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KK73,-0.4572127741264991,0.48,34896.930287370196,0.0008285867507907919,9.8,0.0
KK74,-1.2672127741264991,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW28,-1.547212774126499,0.48,34896.930287370196,0.0008252150889737026,9.82,0.0
[CKT2009]d0944+71,-3.1072127741264994,0.48,34896.930287370196,0.006608930523959809,3.47,0.0
KDG061,-2.2272127741264987,0.48,34896.930287370196,0.005940567913788682,3.66,0.0
NGC3115,1.332787225873501,0.48,34896.930287370196,0.0008492575595283331,9.68,0.017658323962662585
KKSG18,-0.397212774126499,0.48,34896.930287370196,0.0008457590769045348,9.7,0.0
LeoI,-3.9394485962962253,0.98,1048.4588833005446,1.177181531744788,0.26,0.0
[CKT2009]d1009+70,-1.087212774126499,0.48,34896.930287370196,0.0009824379203203417,9.0,0.0
[CKT2009]d1014+68,-2.637212774126499,0.48,34896.930287370196,0.005396692677540939,3.84,0.0
[CKT2009]d1015+69,-3.167212774126499,0.48,34896.930287370196,0.004803981403204829,4.07,0.0
AGC205445,-1.317212774126499,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG17,-1.5572127741264987,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG19,-1.8872127741264988,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3384,0.8027872258735009,0.98,34896.930287370196,0.0008967849895414697,9.42,0.005089666566722975
PGC032348,-1.167212774126499,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC740112,-2.497212774126499,0.48,34896.930287370196,0.0016147894811313964,7.02,0.0
AGC205544,-1.6072127741264994,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC202456,-1.2372127741264989,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3521sat,-1.167212774126499,0.98,34896.930287370196,0.0006950604554629024,10.7,0.0
AGC213436,-1.5172127741264987,0.48,34896.930287370196,0.00075009399138418,10.3,0.0
KDG078,-1.4972127741264991,0.98,34896.930287370196,0.0008119321655540013,9.9,0.0
NGC3990,-0.2572127741264989,0.98,34896.930287370196,0.00075009399138418,10.3,0.0
KDG098,-1.627212774126499,0.48,34896.930287370196,0.0009824379203203417,9.0,0.0
PGC4555586,-1.547212774126499,0.48,34896.930287370196,0.0011777320692209325,8.22,0.0
KK132,-2.6972127741264993,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG101,-1.6772127741264988,0.36,34896.930287370196,0.0015015070557969233,7.28,0.0
PGC4323538,-1.9072127741264993,0.98,34896.930287370196,0.0014184907254344943,7.49,0.0
LV J1228+4358,-1.257212774126499,0.98,34896.930287370196,0.004803981403204829,4.07,0.0
dw1240-42,-2.9472127741264993,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
SUCD1,-2.4072127741264993,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
HSC-9,-2.707212774126499,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1241-32,-3.4072127741264993,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
N4625A,-2.467212774126499,0.98,34896.930287370196,0.0012750756536764568,7.9,0.0
HSC-10,-2.9472127741264993,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1243-42,-3.127212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
LV J1243+3232,-2.6972127741264993,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
KK165,-2.3572127741264994,0.98,34896.930287370196,0.00272899422311206,5.4,0.0
dw1251-40,-3.5572127741264987,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-40,-2.427212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-43,-3.5172127741264987,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1255+40,-2.3572127741264994,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
dw1257-41,-2.677212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1258-37,-3.297212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1301-30,-3.087212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1302-40,-3.217212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
KDG218,-2.3472127741264988,0.48,34896.930287370196,0.0031830988618379067,5.0,0.0
dw1306-29,-2.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1308+40,-2.257212774126499,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
ESO269-066,-1.3672127741264992,0.98,34896.930287370196,0.005658842421045168,3.75,0.0
NGC5011C,-1.1172127741264992,0.48,34896.930287370196,0.005719689751665553,3.73,0.0
LV J1313+1003,-2.367212774126499,0.48,34896.930287370196,0.002843667352030177,5.29,0.0
dw1314-28,-2.5572127741264987,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-21,-2.747212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-44,-3.8972127741264995,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1321-27,-3.0172127741264987,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1322-27,-2.637212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1323-40c,-3.167212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40b,-2.9772127741264987,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40,-2.827212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1325-33,-3.0272127741264994,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1326-37,-3.367212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1327+51,-2.8072127741264987,0.98,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1328-29,-3.0572127741264987,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1329-45,-3.417212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-38,-3.6572127741264993,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-40,-4.037212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-37,-3.927212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
UGCA361,-1.6472127741264995,0.48,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1337-44,-3.1572127741264993,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1337-41,-3.327212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1338+50,-2.7272127741264987,0.98,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1341-43,-2.927212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1342-43,-3.007212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1343-34,-3.507212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1355+51,-2.7372127741264993,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1357-28,-3.3172127741264994,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
UGC08882,-1.6872127741264995,0.36,34896.930287370196,0.0011495913395945195,8.32,0.0
dw1401-32,-2.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1403-33,-3.0572127741264987,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
M101dwC,-3.2272127741264987,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1406-29,-2.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1408+56,-2.427212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
