Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
[CKT2009]d0934+70,-2.984122787134555,0.78,558350.8845979231,0.008725217265245786,3.02,0.0
[CKT2009]d0944+69,-5.034122787134556,1.13,558350.8845979231,0.005396692677540939,3.84,0.0
F8D1,-2.9541227871345557,0.78,558350.8845979231,0.005658842421045168,3.75,0.0
FM1,-3.5041227871345555,0.78,558350.8845979231,0.005569375965534817,3.78,0.0
KK77,-3.5041227871345555,0.78,558350.8845979231,0.005510905231713828,3.8,0.0
[CKT2009]d0955+70,-4.424122787134555,1.13,558350.8845979231,0.00668577790766206,3.45,0.0
KKSG16,-3.0441227871345555,1.13,558350.8845979231,0.0008457590769045348,9.7,0.0
KKH57,-3.574122787134555,0.78,558350.8845979231,0.005876171989156107,3.68,0.0
BK5N,-3.684122787134555,0.78,558350.8845979231,0.005812817497877843,3.7,0.0
KDG063,-2.694122787134555,0.78,558350.8845979231,0.005973163561339665,3.65,0.0
KDG065,-3.154122787134555,0.78,558350.8845979231,0.0008457590769045348,9.7,0.0
[CKT2009]d1006+67,-4.604122787134555,1.13,558350.8845979231,0.006106266184724463,3.61,0.0
KDG064,-2.9941227871345557,0.78,558350.8845979231,0.005658842421045168,3.75,0.0
Segue 1,-11.454245313917955,1.13,99.26237948407527,198.94367886486916,0.02,0.0
IKN,-3.4641227871345555,0.78,558350.8845979231,0.005658842421045168,3.75,0.0
SexDSph,-8.967820286367267,0.78,2010.0631845525243,9.824379203203415,0.09,0.0
DDO078,-3.6241227871345556,0.78,558350.8845979231,0.006571002736982071,3.48,0.0
BK6N,-3.6741227871345554,0.78,558350.8845979231,0.007263302776165577,3.31,0.0
UMa I,-8.406305305245917,1.13,2481.559487101881,7.957747154594767,0.1,0.0
LeG14,-3.3441227871345554,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
KK93,-3.0541227871345553,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
KK96,-3.0341227871345557,0.78,558350.8845979231,0.0007357384573404925,10.4,0.0
LSBC D640-08,-3.2641227871345553,0.78,558350.8845979231,0.0007357384573404925,10.4,0.0
LeoII,-7.590425287901843,0.78,15509.746794386754,1.2732395447351628,0.25,0.0
LeoV,-8.315760295039306,1.13,8040.2527382100925,2.456094800800854,0.18,0.0
LeoIV,-8.56806533993407,0.78,6352.792286980816,3.1084949822635806,0.16,0.0
Crater,-7.76540746248937,1.13,7171.706917724439,2.7535457282334828,0.17,0.0
Crater 2,-7.287942813150668,1.13,3573.4456614267087,5.5262133018019215,0.12,0.0
BTS116,-3.0941227871345554,1.13,558350.8845979231,0.005074576034712508,3.96,0.0
KK134,-2.9741227871345552,0.78,558350.8845979231,0.0013562276575944288,7.66,0.0
d1219+4705,-3.574122787134555,1.13,558350.8845979231,0.0013562276575944288,7.66,0.0
[KKH2011]S11,-3.0341227871345557,0.78,558350.8845979231,0.0013562276575944288,7.66,0.0
KK136,-3.144122787134555,1.13,558350.8845979231,0.0013562276575944288,7.66,0.0
d1220+4649,-3.5041227871345555,0.78,558350.8845979231,0.0013562276575944288,7.66,0.0
BTS132,-3.5041227871345555,0.78,558350.8845979231,0.0013562276575944288,7.66,0.0
ComaI,-9.842185322589994,1.13,397.049517936301,49.73591971621729,0.04,0.0
KKSG31,-3.0141227871345553,1.13,558350.8845979231,0.0008725360768174958,9.55,0.0
N4594-DGSAT-3,-3.5041227871345555,1.13,558350.8845979231,0.0008725360768174958,9.55,0.0
Sombrero DwA,-3.9141227871345556,1.13,558350.8845979231,0.0008725360768174958,9.55,0.0
KKSG32,-3.3441227871345554,0.78,558350.8845979231,0.0008725360768174958,9.55,0.0
KKSG33,-3.3041227871345553,1.13,558350.8845979231,0.0008725360768174958,9.55,0.0
Sombrero DwB,-3.694122787134555,1.13,558350.8845979231,0.0008725360768174958,9.55,0.0
KKSG34,-3.0941227871345554,1.13,558350.8845979231,0.0008725360768174958,9.55,0.0
NGC4627,-2.7941227871345555,0.78,558350.8845979231,0.0014932908903349162,7.3,0.0
KK166,-3.434122787134555,0.78,558350.8845979231,0.004129154142306634,4.39,0.0
ESO219-010,-1.6641227871345552,0.78,558350.8845979231,0.004323899106500599,4.29,0.0
KDG216,-3.114122787134555,1.13,558350.8845979231,0.002210485320720769,6.0,0.0
CVnII,-8.048065339934068,0.78,6352.792286980816,3.1084949822635806,0.16,0.0
[KK2000] 53,-3.434122787134555,1.13,558350.8845979231,0.009333068064593225,2.92,0.0
KK189,-3.4141227871345556,1.13,558350.8845979231,0.004447432867000187,4.23,0.0
KK197,-2.774122787134555,1.13,558350.8845979231,0.005396692677540939,3.84,0.0
[KK2000] 55,-3.0841227871345556,1.13,558350.8845979231,0.005368694319173395,3.85,0.0
KK198,-2.8741227871345556,0.78,558350.8845979231,0.0033143470031631677,4.9,0.0
AM1320-230,-2.9241227871345554,0.78,558350.8845979231,0.0033143470031631677,4.9,0.0
CVnI,-6.481459943601505,1.13,12010.747917573108,1.6441626352468526,0.22,0.0
NGC5206,-1.9241227871345554,1.13,558350.8845979231,0.007722893949587803,3.21,0.0
KK208,-3.8441227871345554,0.78,558350.8845979231,0.0031704045619717724,5.01,0.0
[KK2000] 57,-3.614122787134555,1.13,558350.8845979231,0.005396692677540939,3.84,0.0
KK213,-3.3741227871345556,1.13,558350.8845979231,0.005598960911984722,3.77,0.0
[KK2000] 58,-3.684122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
KK217,-3.6741227871345554,1.13,558350.8845979231,0.00649612012619981,3.5,0.0
KK218,-3.4941227871345557,1.13,558350.8845979231,0.003260890669653152,4.94,0.0
CenN,-3.574122787134555,1.13,558350.8845979231,0.005940567913788682,3.66,0.0
BootesIII,-8.58836529657388,1.13,620.3898717754702,31.830988618379067,0.05,0.0
UMin,-7.91000280447863,1.13,893.3614153566768,22.104853207207686,0.06,0.0
Hercules,-7.534122787134556,1.13,5583.508845979233,3.53677651315323,0.15,0.0
Draco,-7.000125331262031,1.13,1588.1980717452043,12.433979929054322,0.08,0.0
Sag dSph,-6.614245313917955,1.13,99.26237948407527,198.94367886486916,0.02,0.0
Kim2,-9.166305305245917,1.13,2481.559487101881,7.957747154594767,0.1,0.0
Segue 3,-11.504245313917954,1.13,99.26237948407527,198.94367886486916,0.02,0.0
KK258,-3.234122787134555,0.78,558350.8845979231,0.015859668276855,2.24,0.0
Tucana 2,-9.510002804478631,1.13,893.3614153566768,22.104853207207686,0.06,0.0
Grus 1,-9.087942813150669,1.13,3573.4456614267087,5.5262133018019215,0.12,0.0
Lac I,-4.144678120684335,1.13,143334.87597500466,0.1377726307928457,0.76,0.0
PiscesII,-7.895760295039306,0.78,8040.2527382100925,2.456094800800854,0.18,0.0
ApplesI,-4.664122787134556,1.13,558350.8845979231,0.0011495913395945195,8.32,0.0
Cas dSph,-5.188677600478485,0.78,166860.05991273047,0.11834841098445521,0.82,0.0
Phoenix 2,-9.68012533126203,1.13,1588.1980717452043,12.433979929054322,0.08,0.0
Peg dSph,-5.448677600478485,0.78,166860.05991273047,0.11834841098445521,0.82,0.0
And XXI,-5.047308402758782,1.13,183536.13966605515,0.10759528332334732,0.86,0.0
PAndAS-01,-5.7421160998649565,1.13,150978.07919527843,0.13079794797164312,0.78,0.0
PAndAS-02,-6.042116099864957,1.13,150978.07919527843,0.13079794797164312,0.78,0.0
And XVII,-4.737841865783966,0.78,135890.197513699,0.14532043744694606,0.74,0.0
NGC0205,-2.3001253312620307,0.78,158819.80717452036,0.12433979929054323,0.8,0.0
MESSIER032,-4.991051122665034,0.78,154874.12759002842,0.12750756536764565,0.79,0.0
Scl-MM-Dw2,-3.5341227871345557,1.13,558350.8845979231,0.008174871748227695,3.12,0.0
Cetus III,-8.830425287901843,1.13,15509.746794386754,1.2732395447351628,0.25,0.0
UGC01703,-3.3841227871345554,0.78,558350.8845979231,0.0042838632191874336,4.31,0.0
Triangulum II,-10.892062795806591,1.13,223.3403538391693,88.41941282883074,0.03,0.0
Perseus I,-4.661051122665034,1.13,154874.12759002842,0.12750756536764565,0.79,0.0
Pictor II,-9.75836529657388,1.13,620.3898717754702,31.830988618379067,0.05,0.0
MADCASH J0742+65dw,-5.054122787134555,1.13,558350.8845979231,0.006924536990275726,3.39,0.0
UMa II,-11.022062795806594,0.78,223.3403538391693,88.41941282883074,0.03,0.0
N2683dw2,-3.7641227871345553,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW3,-2.6641227871345556,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW6,-3.9141227871345556,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW13,-3.0341227871345557,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW14,-3.0541227871345553,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW15,-3.064122787134555,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
NGC2784,0.38587721286544463,0.78,558350.8845979231,0.0008252150889737026,9.82,0.0015372640330392423
KSP-DW20,-3.444122787134555,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW21,-4.454122787134556,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW23,-4.584122787134556,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
d1005+68,-4.994122787134556,1.13,558350.8845979231,0.005023703413168081,3.98,0.0
LeG09,-3.2641227871345553,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
LeG16,-3.4641227871345555,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
NGC3377,-0.34412278713455535,0.78,558350.8845979231,0.0007329168359417669,10.42,0.0
Willman1,-10.432185322589994,0.78,397.049517936301,49.73591971621729,0.04,0.0
LeG26,-2.4041227871345554,0.78,558350.8845979231,0.0007357384573404925,10.4,0.0
KKH65,-2.864122787134555,1.13,558350.8845979231,0.0007957747154594767,10.0,0.0
LeG27,-2.574122787134555,0.78,558350.8845979231,0.0007357384573404925,10.4,0.0
LSBC D640-14,-2.9641227871345555,0.78,558350.8845979231,0.0007357384573404925,10.4,0.0
KKH67,-3.2641227871345553,1.13,558350.8845979231,0.0007957747154594767,10.0,0.0
PGC4561602,-3.074122787134555,0.78,558350.8845979231,0.0020371832715762603,6.25,0.0
Virgo I,-10.357820286367268,1.13,2010.0631845525243,9.824379203203415,0.09,0.0
PGC4560429,-3.5441227871345555,1.13,558350.8845979231,0.0019611520728776144,6.37,0.0
N4258dwC,-3.7441227871345557,1.13,558350.8845979231,0.0013562276575944288,7.66,0.0
KDG090,-3.654122787134555,0.78,558350.8845979231,0.00896102332619563,2.98,0.0
PGC213976,-3.0041227871345555,0.78,558350.8845979231,0.0013923439913837042,7.56,0.0
PGC1853813,-2.4041227871345554,0.78,558350.8845979231,0.0012310566499892902,8.04,0.0
Hydra II,-8.478418600632244,1.13,4193.835533202181,4.708726126979152,0.13,0.0
PGC40195,-2.6641227871345556,0.78,558350.8845979231,0.00154362302329179,7.18,0.0
N4258dwB,-3.4741227871345552,1.13,558350.8845979231,0.0013562276575944288,7.66,0.0
NGC 4631dw3,-4.064122787134555,1.13,558350.8845979231,0.0014532043744694607,7.4,0.0
BTS151,-3.144122787134555,1.13,558350.8845979231,0.0014932908903349162,7.3,0.0
KK177,-3.5541227871345553,1.13,558350.8845979231,0.004110406588117131,4.4,0.0
KK180,-3.5341227871345557,1.13,558350.8845979231,0.004110406588117131,4.4,0.0
CenA-MM-Dw5,-5.374122787134556,1.13,558350.8845979231,0.00680358670581954,3.42,0.0
CenA-MM-Dw4,-3.9941227871345557,1.13,558350.8845979231,0.005205190412539666,3.91,0.0
NGC5128,1.3858772128654446,0.78,558350.8845979231,0.005876171989156107,3.68,0.13673295988975315
CenA-MM-Dw6,-4.654122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1326-29,-4.024122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
CenA-MM-Dw7,-4.7941227871345555,1.13,558350.8845979231,0.006924536990275726,3.39,0.0
CenA-MM-Dw2,-4.864122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1330-34,-4.114122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1330-33,-4.7141227871345555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
CenA-MM-Dw1,-2.904122787134555,1.13,558350.8845979231,0.006039164867757036,3.63,0.0
CenA-MM-Dw3,-3.0141227871345553,1.13,558350.8845979231,0.0037444521504203187,4.61,0.0
CenA-MM-Dw9,-3.984122787134555,1.13,558350.8845979231,0.005510905231713828,3.8,0.0
CenA-MM-Dw8,-4.414122787134556,1.13,558350.8845979231,0.006608930523959809,3.47,0.0
dw1335-29,-4.114122787134555,1.13,558350.8845979231,0.0031704045619717724,5.01,0.0
dw1336-32,-3.7041227871345557,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1337-26,-3.824122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1340-30,-4.034122787134556,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1341-33,-3.8441227871345554,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
KK211,-3.144122787134555,1.13,558350.8845979231,0.005876171989156107,3.68,0.0
M101Dw9,-4.744122787134556,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
KK227,-3.0141227871345553,1.13,558350.8845979231,0.0009737630142575243,9.04,0.0
BootesII,-10.832185322589993,0.78,397.049517936301,49.73591971621729,0.04,0.0
BootesI,-8.436109225217404,1.13,1215.9641486799221,16.24030031549952,0.07,0.0
M101Dw10,-5.224122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
M101-df3,-3.6241227871345556,1.13,558350.8845979231,0.0018719530172839512,6.52,0.0
M101dwD,-3.934122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
M101-dwA,-3.934122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
M101Dw7,-4.774122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
M101-df2,-4.164122787134556,1.13,558350.8845979231,0.001686074118129531,6.87,0.0
M101dwB,-4.284122787134556,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
M101Dw11,-4.654122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
M101Dw14,-4.694122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
Pegasus III,-8.33186671577808,1.13,10943.677338119296,1.8044778128332806,0.21,0.0
Aquarius 2,-8.703519934929467,0.78,3002.686979393276,6.57665054098741,0.11,0.0
Tucana III,-10.692062795806592,1.13,223.3403538391693,88.41941282883074,0.03,0.0
And XXIX,-5.719659585005006,0.78,132242.30506765924,0.1493290890334916,0.73,0.0
Cetus,-4.4310511226650355,1.13,154874.12759002842,0.12750756536764565,0.79,0.0
NGC0404,-0.05412278713455532,0.78,558350.8845979231,0.00896102332619563,2.98,0.0032077818143134732
N2146sat,-3.0341227871345557,0.78,558350.8845979231,0.003929751681281367,4.5,0.0
KSP-DW1,-3.0941227871345554,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW17,-2.5041227871345555,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KK73,-1.4741227871345552,0.78,558350.8845979231,0.0008285867507907919,9.8,0.0
KK74,-2.3641227871345554,1.13,558350.8845979231,0.0008252150889737026,9.82,0.0
KSP-DW28,-2.5441227871345555,0.78,558350.8845979231,0.0008252150889737026,9.82,0.0
[CKT2009]d0944+71,-4.424122787134555,0.78,558350.8845979231,0.006608930523959809,3.47,0.0
KDG061,-3.4941227871345557,0.78,558350.8845979231,0.005940567913788682,3.66,0.0
NGC3115,0.28587721286544476,0.78,558350.8845979231,0.0008492575595283331,9.68,0.0011811249178973044
KKSG18,-1.4541227871345552,0.78,558350.8845979231,0.0008457590769045348,9.7,0.0
LeoI,-5.036358609304282,1.13,16775.342132808713,1.177181531744788,0.26,0.0
[CKT2009]d1009+70,-1.9241227871345554,0.78,558350.8845979231,0.0009824379203203417,9.0,0.0
[CKT2009]d1014+68,-3.404122787134555,0.78,558350.8845979231,0.005396692677540939,3.84,0.0
[CKT2009]d1015+69,-4.084122787134556,0.78,558350.8845979231,0.004803981403204829,4.07,0.0
AGC205445,-2.414122787134555,0.78,558350.8845979231,0.0007357384573404925,10.4,0.0
LeG17,-2.654122787134555,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
LeG19,-2.984122787134555,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
NGC3384,-0.2941227871345553,1.13,558350.8845979231,0.0008967849895414697,9.42,0.0
PGC032348,-2.2641227871345553,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
AGC740112,-3.684122787134555,0.78,558350.8845979231,0.0016147894811313964,7.02,0.0
AGC205544,-2.7041227871345557,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
AGC202456,-2.334122787134555,1.13,558350.8845979231,0.0007357384573404925,10.4,0.0
NGC3521sat,-2.2641227871345553,1.13,558350.8845979231,0.0006950604554629024,10.7,0.0
AGC213436,-2.6341227871345554,0.78,558350.8845979231,0.00075009399138418,10.3,0.0
KDG078,-2.5941227871345554,1.13,558350.8845979231,0.0008119321655540013,9.9,0.0
NGC3990,-1.3541227871345551,1.13,558350.8845979231,0.00075009399138418,10.3,0.0
KDG098,-2.7641227871345553,0.78,558350.8845979231,0.0009824379203203417,9.0,0.0
PGC4555586,-2.564122787134555,0.78,558350.8845979231,0.0011777320692209325,8.22,0.0
KK132,-3.864122787134555,0.78,558350.8845979231,0.0013562276575944288,7.66,0.0
KDG101,-2.4741227871345552,0.78,558350.8845979231,0.0015015070557969233,7.28,0.0
PGC4323538,-3.0041227871345555,1.13,558350.8845979231,0.0014184907254344943,7.49,0.0
LV J1228+4358,-2.354122787134555,1.13,558350.8845979231,0.004803981403204829,4.07,0.0
dw1240-42,-4.0441227871345555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
SUCD1,-3.5041227871345555,1.13,558350.8845979231,0.0008725360768174958,9.55,0.0
HSC-9,-3.8041227871345553,1.13,558350.8845979231,0.0014932908903349162,7.3,0.0
dw1241-32,-4.494122787134556,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
N4625A,-3.5541227871345553,1.13,558350.8845979231,0.0012750756536764568,7.9,0.0
HSC-10,-4.0441227871345555,1.13,558350.8845979231,0.0014932908903349162,7.3,0.0
dw1243-42,-4.224122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
LV J1243+3232,-3.7941227871345555,1.13,558350.8845979231,0.0014932908903349162,7.3,0.0
KK165,-3.4541227871345557,1.13,558350.8845979231,0.00272899422311206,5.4,0.0
dw1251-40,-4.654122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1252-40,-3.524122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1252-43,-4.614122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1255+40,-3.4541227871345557,1.13,558350.8845979231,0.0009737630142575243,9.04,0.0
dw1257-41,-3.774122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1258-37,-4.384122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1301-30,-4.184122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1302-40,-4.314122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
KDG218,-3.524122787134555,0.78,558350.8845979231,0.0031830988618379067,5.0,0.0
dw1306-29,-4.034122787134556,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1308+40,-3.354122787134555,1.13,558350.8845979231,0.0009737630142575243,9.04,0.0
ESO269-066,-2.4641227871345555,1.13,558350.8845979231,0.005658842421045168,3.75,0.0
NGC5011C,-1.9941227871345553,0.78,558350.8845979231,0.005719689751665553,3.73,0.0
LV J1313+1003,-3.5441227871345555,0.78,558350.8845979231,0.002843667352030177,5.29,0.0
dw1314-28,-3.644122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1318-21,-3.8441227871345554,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1318-44,-4.994122787134556,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1321-27,-4.114122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1322-27,-3.7241227871345552,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1323-40c,-4.264122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1323-40b,-4.074122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1323-40,-3.9241227871345554,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1325-33,-4.124122787134556,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1326-37,-4.454122787134556,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1327+51,-3.904122787134555,1.13,558350.8845979231,0.0011277986330208004,8.4,0.0
dw1328-29,-4.154122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1329-45,-4.5041227871345555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1330-38,-4.7541227871345555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1331-40,-5.124122787134556,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1331-37,-5.024122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
UGCA361,-2.734122787134555,0.78,558350.8845979231,0.0011277986330208004,8.4,0.0
dw1337-44,-4.2541227871345555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1337-41,-4.414122787134556,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1338+50,-3.824122787134555,1.13,558350.8845979231,0.0011277986330208004,8.4,0.0
dw1341-43,-4.024122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1342-43,-4.104122787134555,1.13,558350.8845979231,0.006140237002002134,3.6,0.0
dw1343-34,-4.604122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1355+51,-3.8341227871345556,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
dw1357-28,-4.404122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
UGC08882,-2.774122787134555,0.78,558350.8845979231,0.0011495913395945195,8.32,0.0
dw1401-32,-4.034122787134556,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1403-33,-4.154122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
M101dwC,-4.324122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
dw1406-29,-4.034122787134556,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
dw1408+56,-3.524122787134555,1.13,558350.8845979231,0.0016474814253081655,6.95,0.0
dw1409-33,-4.024122787134555,1.13,558350.8845979231,0.0033143470031631677,4.9,0.0
