Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
And XVIII,-5.48053132714369,1.13,26616.276473847127,0.046371115637752855,1.31,0.0
PAndAS-03,-8.020884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-04,-5.840884713074258,0.78,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-05,-7.640884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XX,-6.1088939444713315,0.78,9926.237948407523,0.12433979929054323,0.8,0.0
NGC0059,-1.4328914003438564,0.78,34896.930287370196,0.0033143470031631677,4.9,0.0
And XIX,-5.418108021347348,1.13,13414.38000246511,0.09200771366163447,0.93,0.0
And XXVI,-7.393446733893636,1.13,8958.429748437791,0.1377726307928457,0.76,0.0
Sc22,-4.582891400343856,0.78,34896.930287370196,0.004323899106500599,4.29,0.0
And XXV,-5.9581038806979185,1.13,10175.944871797152,0.12128863213831377,0.81,0.0
NGC0147,-6.373446733893636,0.78,8958.429748437791,0.1377726307928457,0.76,0.0
And III,-6.2649513916718185,0.78,8724.232571842549,0.1414710605261292,0.75,0.0
Cas III,-4.800884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XXX,-6.560056093042746,1.13,7171.706917724439,0.17209660801459267,0.68,0.0
And XXVII,-6.446917733703072,1.13,10684.664566653038,0.11551382137603089,0.83,0.0
NGC0185,-4.895986047371482,0.78,6756.045703634873,0.18268473724965026,0.66,0.0
And I,-6.618428198214307,0.78,8265.144066728702,0.1493290890334916,0.73,0.0
And XI,-5.828428198214307,0.78,8265.144066728702,0.1493290890334916,0.73,0.0
And XII,-6.906917733703072,1.13,10684.664566653038,0.11551382137603089,0.83,0.0
Scl-MM-Dw1,-5.032891400343856,1.13,34896.930287370196,0.005126225330847721,3.94,0.0
Bol520,-6.456392819548055,0.78,6155.818502692104,0.20049753475925342,0.63,0.0
And XIV,-5.898428198214307,0.78,8265.144066728702,0.1493290890334916,0.73,0.0
And XIII,-6.906515346331456,1.13,10943.677338119296,0.11277986330208004,0.84,0.0
And IX,-6.879819735874336,0.78,9679.632974376776,0.12750756536764565,0.79,0.0
PAndAS-48,-7.667446213687786,1.13,10428.753744545655,0.11834841098445521,0.82,0.0
And XVI,-6.33306723118562,0.78,4193.835533202181,0.294295382936197,0.52,0.0
Sculptor,-10.21658889957657,0.78,125.62894903453277,9.824379203203415,0.09,0.0
PAndAS-50,-7.110884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And X,-5.716392819548055,0.78,6155.818502692104,0.20049753475925342,0.63,0.0
PAndAS-C02,-7.510884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And V,-6.288103880697919,0.78,10175.944871797152,0.12128863213831377,0.81,0.0
And XV,-6.373446733893636,1.13,8958.429748437791,0.1377726307928457,0.76,0.0
And II,-6.809247205169507,0.78,6552.868020628406,0.18834904507916608,0.65,0.0
And XXIV,-6.878771417687931,1.13,5583.508845979233,0.22104853207207686,0.6,0.0
PAndAS-55,-7.520884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-56,-6.600884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XXII,-6.129819735874336,0.78,9679.632974376776,0.12750756536764565,0.79,0.0
PAndAS-57,-7.360884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-58,-7.230884713074258,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XXIII,-6.128428198214307,0.78,8265.144066728702,0.1493290890334916,0.73,0.0
Segue 2,-10.980831409015895,0.78,13.958772114948081,88.41941282883074,0.03,0.0
Eridanus 3,-10.77658889957657,1.13,125.62894903453277,9.824379203203415,0.09,0.0
[KK2000] 03,-4.202891400343856,1.13,34896.930287370196,0.019894367886486918,2.0,0.0
Fornax,-8.862817847098743,0.78,303.9910371699805,4.06007507887488,0.14,0.0
Horologium 1,-10.328893944471332,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Horologium 2,-10.628893944471333,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Reticulum 2,-11.460831409015894,1.13,13.958772114948081,88.41941282883074,0.03,0.0
Eridanus 2,-7.772468916920644,1.13,2010.0631845525243,0.6140237002002135,0.36,0.0
Pictoris 1,-10.092288548138768,1.13,187.66793621207975,6.57665054098741,0.11,0.0
Carina,-9.585073918455219,0.78,155.09746794386757,7.957747154594767,0.1,0.0
DDO044,-4.642891400343856,0.78,34896.930287370196,0.007722893949587803,3.21,0.0
KK70,-3.7728914003438567,0.78,34896.930287370196,0.0009220589930947394,9.29,0.0
KK72,-3.672891400343856,0.78,34896.930287370196,0.0008285867507907919,9.8,0.0
NGC2784 dw01,-3.3728914003438564,1.13,34896.930287370196,0.0008285867507907919,9.8,0.0
UGC05086,-4.042891400343856,0.78,34896.930287370196,0.001004639206488419,8.9,0.0
[CKT2009]d0934+70,-3.882891400343856,0.78,34896.930287370196,0.008725217265245786,3.02,0.0
[CKT2009]d0944+69,-5.932891400343856,1.13,34896.930287370196,0.005396692677540939,3.84,0.0
F8D1,-3.852891400343857,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
FM1,-4.402891400343856,0.78,34896.930287370196,0.005569375965534817,3.78,0.0
KK77,-4.402891400343856,0.78,34896.930287370196,0.005510905231713828,3.8,0.0
[CKT2009]d0955+70,-5.322891400343856,1.13,34896.930287370196,0.00668577790766206,3.45,0.0
KKSG16,-3.9428914003438567,1.13,34896.930287370196,0.0008457590769045348,9.7,0.0
KKH57,-4.472891400343856,0.78,34896.930287370196,0.005876171989156107,3.68,0.0
BK5N,-4.582891400343856,0.78,34896.930287370196,0.005812817497877843,3.7,0.0
KDG063,-3.592891400343856,0.78,34896.930287370196,0.005973163561339665,3.65,0.0
KDG065,-4.052891400343856,0.78,34896.930287370196,0.0008457590769045348,9.7,0.0
[CKT2009]d1006+67,-5.502891400343856,1.13,34896.930287370196,0.006106266184724463,3.61,0.0
KDG064,-3.892891400343857,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
Segue 1,-12.353013927127257,1.13,6.203898717754704,198.94367886486916,0.02,0.0
IKN,-4.362891400343856,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
SexDSph,-9.866588899576568,0.78,125.62894903453277,9.824379203203415,0.09,0.0
DDO078,-4.522891400343856,0.78,34896.930287370196,0.006571002736982071,3.48,0.0
BK6N,-4.572891400343856,0.78,34896.930287370196,0.007263302776165577,3.31,0.0
UMa I,-9.305073918455218,1.13,155.09746794386757,7.957747154594767,0.1,0.0
LeG14,-4.242891400343856,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
KK93,-3.9528914003438564,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
KK96,-3.932891400343857,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-08,-4.162891400343856,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LeoII,-8.489193901111143,0.78,969.3591746491721,1.2732395447351628,0.25,0.0
LeoV,-9.214528908248607,1.13,502.5157961381308,2.456094800800854,0.18,0.0
LeoIV,-9.46683395314337,0.78,397.049517936301,3.1084949822635806,0.16,0.0
Crater,-8.664176075698672,1.13,448.23168235777746,2.7535457282334828,0.17,0.0
Crater 2,-8.186711426359969,1.13,223.3403538391693,5.5262133018019215,0.12,0.0
BTS116,-3.9928914003438565,1.13,34896.930287370196,0.005074576034712508,3.96,0.0
KK134,-3.8728914003438564,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
d1219+4705,-4.472891400343856,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
[KKH2011]S11,-3.932891400343857,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
KK136,-4.042891400343856,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
d1220+4649,-4.402891400343856,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
BTS132,-4.402891400343856,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
ComaI,-10.740953935799293,1.13,24.815594871018813,49.73591971621729,0.04,0.0
