Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
F8D1,-7.15824276979048,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
FM1,-7.7082427697904805,0.78,34896.930287370196,0.005569375965534817,3.78,0.0
KK77,-7.7082427697904805,0.78,34896.930287370196,0.005510905231713828,3.8,0.0
[CKT2009]d0955+70,-8.62824276979048,1.13,34896.930287370196,0.00668577790766206,3.45,0.0
KKSG16,-7.24824276979048,1.13,34896.930287370196,0.0008457590769045348,9.7,0.0
KKH57,-7.778242769790479,0.78,34896.930287370196,0.005876171989156107,3.68,0.0
BK5N,-7.88824276979048,0.78,34896.930287370196,0.005812817497877843,3.7,0.0
KDG063,-6.89824276979048,0.78,34896.930287370196,0.005973163561339665,3.65,0.0
KDG065,-7.358242769790479,0.78,34896.930287370196,0.0008457590769045348,9.7,0.0
[CKT2009]d1006+67,-8.80824276979048,1.13,34896.930287370196,0.006106266184724463,3.61,0.0
KDG064,-7.198242769790481,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
Segue 1,-15.65836529657388,1.13,6.203898717754704,198.94367886486916,0.02,0.0
IKN,-7.66824276979048,0.78,34896.930287370196,0.005658842421045168,3.75,0.0
SexDSph,-13.171940269023192,0.78,125.62894903453277,9.824379203203415,0.09,0.0
DDO078,-7.82824276979048,0.78,34896.930287370196,0.006571002736982071,3.48,0.0
BK6N,-7.87824276979048,0.78,34896.930287370196,0.007263302776165577,3.31,0.0
UMa I,-12.610425287901842,1.13,155.09746794386757,7.957747154594767,0.1,0.0
LeG14,-7.54824276979048,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
KK93,-7.258242769790479,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
KK96,-7.23824276979048,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-08,-7.46824276979048,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LeoII,-11.794545270557768,0.78,969.3591746491721,1.2732395447351628,0.25,0.0
LeoV,-12.51988027769523,1.13,502.5157961381308,2.456094800800854,0.18,0.0
LeoIV,-12.772185322589994,0.78,397.049517936301,3.1084949822635806,0.16,0.0
Crater,-11.969527445145296,1.13,448.23168235777746,2.7535457282334828,0.17,0.0
Crater 2,-11.492062795806593,1.13,223.3403538391693,5.5262133018019215,0.12,0.0
BTS116,-7.29824276979048,1.13,34896.930287370196,0.005074576034712508,3.96,0.0
KK134,-7.178242769790479,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
d1219+4705,-7.778242769790479,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
[KKH2011]S11,-7.23824276979048,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
KK136,-7.348242769790479,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
d1220+4649,-7.7082427697904805,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
BTS132,-7.7082427697904805,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
ComaI,-14.04630530524592,1.13,24.815594871018813,49.73591971621729,0.04,0.0
KKSG31,-7.21824276979048,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
N4594-DGSAT-3,-7.7082427697904805,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwA,-8.11824276979048,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG32,-7.54824276979048,0.78,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG33,-7.508242769790479,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
Sombrero DwB,-7.89824276979048,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
KKSG34,-7.29824276979048,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
NGC4627,-6.99824276979048,0.78,34896.930287370196,0.0014932908903349162,7.3,0.0
KK166,-7.63824276979048,0.78,34896.930287370196,0.004129154142306634,4.39,0.0
ESO219-010,-5.86824276979048,0.78,34896.930287370196,0.004323899106500599,4.29,0.0
KDG216,-7.31824276979048,1.13,34896.930287370196,0.002210485320720769,6.0,0.0
CVnII,-12.252185322589993,0.78,397.049517936301,3.1084949822635806,0.16,0.0
[KK2000] 53,-7.63824276979048,1.13,34896.930287370196,0.009333068064593225,2.92,0.0
KK189,-7.618242769790481,1.13,34896.930287370196,0.004447432867000187,4.23,0.0
KK197,-6.97824276979048,1.13,34896.930287370196,0.005396692677540939,3.84,0.0
[KK2000] 55,-7.288242769790481,1.13,34896.930287370196,0.005368694319173395,3.85,0.0
KK198,-7.07824276979048,0.78,34896.930287370196,0.0033143470031631677,4.9,0.0
AM1320-230,-7.12824276979048,0.78,34896.930287370196,0.0033143470031631677,4.9,0.0
CVnI,-10.685579926257429,1.13,750.6717448483192,1.6441626352468526,0.22,0.0
NGC5206,-6.12824276979048,1.13,34896.930287370196,0.007722893949587803,3.21,0.0
KK208,-8.04824276979048,0.78,34896.930287370196,0.0031704045619717724,5.01,0.0
[KK2000] 57,-7.81824276979048,1.13,34896.930287370196,0.005396692677540939,3.84,0.0
KK213,-7.57824276979048,1.13,34896.930287370196,0.005598960911984722,3.77,0.0
[KK2000] 58,-7.88824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
KK217,-7.87824276979048,1.13,34896.930287370196,0.00649612012619981,3.5,0.0
KK218,-7.698242769790481,1.13,34896.930287370196,0.003260890669653152,4.94,0.0
CenN,-7.778242769790479,1.13,34896.930287370196,0.005940567913788682,3.66,0.0
BootesIII,-12.792485279229805,1.13,38.774366985966886,31.830988618379067,0.05,0.0
UMin,-12.114122787134555,1.13,55.8350884597923,22.104853207207686,0.06,0.0
Hercules,-11.73824276979048,1.13,348.9693028737021,3.53677651315323,0.15,0.0
Draco,-11.204245313917955,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Sag dSph,-10.81836529657388,1.13,6.203898717754704,198.94367886486916,0.02,0.0
Kim2,-13.370425287901842,1.13,155.09746794386757,7.957747154594767,0.1,0.0
Segue 3,-15.708365296573879,1.13,6.203898717754704,198.94367886486916,0.02,0.0
KK258,-7.438242769790479,0.78,34896.930287370196,0.015859668276855,2.24,0.0
Tucana 2,-13.714122787134556,1.13,55.8350884597923,22.104853207207686,0.06,0.0
Grus 1,-13.292062795806594,1.13,223.3403538391693,5.5262133018019215,0.12,0.0
Lac I,-8.34879810334026,1.13,8958.429748437791,0.1377726307928457,0.76,0.0
PiscesII,-12.099880277695231,0.78,502.5157961381308,2.456094800800854,0.18,0.0
ApplesI,-8.86824276979048,1.13,34896.930287370196,0.0011495913395945195,8.32,0.0
Cas dSph,-9.39279758313441,0.78,10428.753744545655,0.11834841098445521,0.82,0.0
Phoenix 2,-13.884245313917955,1.13,99.26237948407527,12.433979929054322,0.08,0.0
Peg dSph,-9.65279758313441,0.78,10428.753744545655,0.11834841098445521,0.82,0.0
And XXI,-9.251428385414707,1.13,11471.008729128447,0.10759528332334732,0.86,0.0
PAndAS-01,-9.946236082520882,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
PAndAS-02,-10.246236082520882,1.13,9436.129949704902,0.13079794797164312,0.78,0.0
And XVII,-8.94196184843989,0.78,8493.137344606188,0.14532043744694606,0.74,0.0
NGC0205,-6.504245313917956,0.78,9926.237948407523,0.12433979929054323,0.8,0.0
MESSIER032,-9.19517110532096,0.78,9679.632974376776,0.12750756536764565,0.79,0.0
Scl-MM-Dw2,-7.73824276979048,1.13,34896.930287370196,0.008174871748227695,3.12,0.0
Cetus III,-13.034545270557768,1.13,969.3591746491721,1.2732395447351628,0.25,0.0
UGC01703,-7.5882427697904795,0.78,34896.930287370196,0.0042838632191874336,4.31,0.0
Triangulum II,-15.096182778462516,1.13,13.958772114948081,88.41941282883074,0.03,0.0
Perseus I,-8.86517110532096,1.13,9679.632974376776,0.12750756536764565,0.79,0.0
Pictor II,-13.962485279229805,1.13,38.774366985966886,31.830988618379067,0.05,0.0
MADCASH J0742+65dw,-9.25824276979048,1.13,34896.930287370196,0.006924536990275726,3.39,0.0
UMa II,-15.226182778462519,0.78,13.958772114948081,88.41941282883074,0.03,0.0
N2683dw2,-7.96824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW3,-6.868242769790481,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW6,-8.11824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW13,-7.23824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW14,-7.258242769790479,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW15,-7.268242769790479,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
NGC2784,-3.81824276979048,0.78,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW20,-7.64824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW21,-8.65824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW23,-8.78824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
d1005+68,-9.19824276979048,1.13,34896.930287370196,0.005023703413168081,3.98,0.0
LeG09,-7.46824276979048,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG16,-7.66824276979048,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3377,-4.54824276979048,0.78,34896.930287370196,0.0007329168359417669,10.42,0.0
Willman1,-14.63630530524592,0.78,24.815594871018813,49.73591971621729,0.04,0.0
LeG26,-6.60824276979048,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH65,-7.06824276979048,1.13,34896.930287370196,0.0007957747154594767,10.0,0.0
LeG27,-6.778242769790479,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LSBC D640-14,-7.16824276979048,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH67,-7.46824276979048,1.13,34896.930287370196,0.0007957747154594767,10.0,0.0
PGC4561602,-7.278242769790479,0.78,34896.930287370196,0.0020371832715762603,6.25,0.0
Virgo I,-14.561940269023193,1.13,125.62894903453277,9.824379203203415,0.09,0.0
PGC4560429,-7.74824276979048,1.13,34896.930287370196,0.0019611520728776144,6.37,0.0
N4258dwC,-7.948242769790481,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG090,-7.858242769790479,0.78,34896.930287370196,0.00896102332619563,2.98,0.0
PGC213976,-7.2082427697904805,0.78,34896.930287370196,0.0013923439913837042,7.56,0.0
PGC1853813,-6.60824276979048,0.78,34896.930287370196,0.0012310566499892902,8.04,0.0
Hydra II,-12.682538583288169,1.13,262.1147208251363,4.708726126979152,0.13,0.0
PGC40195,-6.868242769790481,0.78,34896.930287370196,0.00154362302329179,7.18,0.0
N4258dwB,-7.678242769790479,1.13,34896.930287370196,0.0013562276575944288,7.66,0.0
NGC 4631dw3,-8.26824276979048,1.13,34896.930287370196,0.0014532043744694607,7.4,0.0
BTS151,-7.348242769790479,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
KK177,-7.758242769790479,1.13,34896.930287370196,0.004110406588117131,4.4,0.0
KK180,-7.73824276979048,1.13,34896.930287370196,0.004110406588117131,4.4,0.0
CenA-MM-Dw5,-9.57824276979048,1.13,34896.930287370196,0.00680358670581954,3.42,0.0
CenA-MM-Dw4,-8.19824276979048,1.13,34896.930287370196,0.005205190412539666,3.91,0.0
NGC5128,-2.81824276979048,0.78,34896.930287370196,0.005876171989156107,3.68,0.0
CenA-MM-Dw6,-8.858242769790479,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1326-29,-8.22824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw7,-8.99824276979048,1.13,34896.930287370196,0.006924536990275726,3.39,0.0
CenA-MM-Dw2,-9.06824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-34,-8.31824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1330-33,-8.91824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw1,-7.108242769790479,1.13,34896.930287370196,0.006039164867757036,3.63,0.0
CenA-MM-Dw3,-7.21824276979048,1.13,34896.930287370196,0.0037444521504203187,4.61,0.0
CenA-MM-Dw9,-8.18824276979048,1.13,34896.930287370196,0.005510905231713828,3.8,0.0
CenA-MM-Dw8,-8.61824276979048,1.13,34896.930287370196,0.006608930523959809,3.47,0.0
dw1335-29,-8.31824276979048,1.13,34896.930287370196,0.0031704045619717724,5.01,0.0
dw1336-32,-7.90824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1337-26,-8.028242769790479,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1340-30,-8.23824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1341-33,-8.04824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
KK211,-7.348242769790479,1.13,34896.930287370196,0.005876171989156107,3.68,0.0
M101Dw9,-8.94824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
KK227,-7.21824276979048,1.13,34896.930287370196,0.0009737630142575243,9.04,0.0
BootesII,-15.036305305245918,0.78,24.815594871018813,49.73591971621729,0.04,0.0
BootesI,-12.640229207873329,1.13,75.99775929249513,16.24030031549952,0.07,0.0
M101Dw10,-9.42824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df3,-7.82824276979048,1.13,34896.930287370196,0.0018719530172839512,6.52,0.0
M101dwD,-8.13824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-dwA,-8.13824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw7,-8.97824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df2,-8.36824276979048,1.13,34896.930287370196,0.001686074118129531,6.87,0.0
M101dwB,-8.48824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw11,-8.858242769790479,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw14,-8.89824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
Pegasus III,-12.535986698434005,1.13,683.979833632456,1.8044778128332806,0.21,0.0
Aquarius 2,-12.907639917585392,0.78,187.66793621207975,6.57665054098741,0.11,0.0
Tucana III,-14.896182778462517,1.13,13.958772114948081,88.41941282883074,0.03,0.0
And XXIX,-9.923779567660931,0.78,8265.144066728702,0.1493290890334916,0.73,0.0
Cetus,-8.63517110532096,1.13,9679.632974376776,0.12750756536764565,0.79,0.0
NGC0404,-4.258242769790479,0.78,34896.930287370196,0.00896102332619563,2.98,0.0
N2146sat,-7.23824276979048,0.78,34896.930287370196,0.003929751681281367,4.5,0.0
KSP-DW1,-7.29824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW17,-6.7082427697904805,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KK73,-5.678242769790479,0.78,34896.930287370196,0.0008285867507907919,9.8,0.0
KK74,-6.56824276979048,1.13,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW28,-6.74824276979048,0.78,34896.930287370196,0.0008252150889737026,9.82,0.0
[CKT2009]d0944+71,-8.62824276979048,0.78,34896.930287370196,0.006608930523959809,3.47,0.0
KDG061,-7.698242769790481,0.78,34896.930287370196,0.005940567913788682,3.66,0.0
NGC3115,-3.9182427697904796,0.78,34896.930287370196,0.0008492575595283331,9.68,0.0
KKSG18,-5.65824276979048,0.78,34896.930287370196,0.0008457590769045348,9.7,0.0
LeoI,-9.240478591960207,1.13,1048.4588833005446,1.177181531744788,0.26,0.0
[CKT2009]d1009+70,-6.12824276979048,0.78,34896.930287370196,0.0009824379203203417,9.0,0.0
[CKT2009]d1014+68,-7.608242769790479,0.78,34896.930287370196,0.005396692677540939,3.84,0.0
[CKT2009]d1015+69,-8.28824276979048,0.78,34896.930287370196,0.004803981403204829,4.07,0.0
AGC205445,-6.61824276979048,0.78,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG17,-6.858242769790479,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG19,-7.188242769790479,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3384,-4.49824276979048,1.13,34896.930287370196,0.0008967849895414697,9.42,0.0
PGC032348,-6.46824276979048,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC740112,-7.88824276979048,0.78,34896.930287370196,0.0016147894811313964,7.02,0.0
AGC205544,-6.90824276979048,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC202456,-6.53824276979048,1.13,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3521sat,-6.46824276979048,1.13,34896.930287370196,0.0006950604554629024,10.7,0.0
AGC213436,-6.8382427697904795,0.78,34896.930287370196,0.00075009399138418,10.3,0.0
KDG078,-6.79824276979048,1.13,34896.930287370196,0.0008119321655540013,9.9,0.0
NGC3990,-5.55824276979048,1.13,34896.930287370196,0.00075009399138418,10.3,0.0
KDG098,-6.96824276979048,0.78,34896.930287370196,0.0009824379203203417,9.0,0.0
PGC4555586,-6.768242769790479,0.78,34896.930287370196,0.0011777320692209325,8.22,0.0
KK132,-8.06824276979048,0.78,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG101,-6.678242769790479,0.78,34896.930287370196,0.0015015070557969233,7.28,0.0
PGC4323538,-7.2082427697904805,1.13,34896.930287370196,0.0014184907254344943,7.49,0.0
LV J1228+4358,-6.55824276979048,1.13,34896.930287370196,0.004803981403204829,4.07,0.0
dw1240-42,-8.24824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
SUCD1,-7.7082427697904805,1.13,34896.930287370196,0.0008725360768174958,9.55,0.0
HSC-9,-8.00824276979048,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1241-32,-8.69824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
N4625A,-7.758242769790479,1.13,34896.930287370196,0.0012750756536764568,7.9,0.0
HSC-10,-8.24824276979048,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1243-42,-8.42824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
LV J1243+3232,-7.99824276979048,1.13,34896.930287370196,0.0014932908903349162,7.3,0.0
KK165,-7.65824276979048,1.13,34896.930287370196,0.00272899422311206,5.4,0.0
dw1251-40,-8.858242769790479,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-40,-7.72824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-43,-8.81824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1255+40,-7.65824276979048,1.13,34896.930287370196,0.0009737630142575243,9.04,0.0
dw1257-41,-7.97824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1258-37,-8.58824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1301-30,-8.38824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1302-40,-8.51824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
KDG218,-7.72824276979048,0.78,34896.930287370196,0.0031830988618379067,5.0,0.0
dw1306-29,-8.23824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1308+40,-7.55824276979048,1.13,34896.930287370196,0.0009737630142575243,9.04,0.0
ESO269-066,-6.66824276979048,1.13,34896.930287370196,0.005658842421045168,3.75,0.0
NGC5011C,-6.19824276979048,0.78,34896.930287370196,0.005719689751665553,3.73,0.0
LV J1313+1003,-7.74824276979048,0.78,34896.930287370196,0.002843667352030177,5.29,0.0
dw1314-28,-7.848242769790479,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-21,-8.04824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-44,-9.19824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1321-27,-8.31824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1322-27,-7.928242769790479,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1323-40c,-8.46824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40b,-8.278242769790479,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40,-8.12824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1325-33,-8.32824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1326-37,-8.65824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1327+51,-8.108242769790479,1.13,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1328-29,-8.358242769790479,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1329-45,-8.70824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-38,-8.95824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-40,-9.32824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-37,-9.22824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
UGCA361,-6.938242769790479,0.78,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1337-44,-8.45824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1337-41,-8.61824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1338+50,-8.028242769790479,1.13,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1341-43,-8.22824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1342-43,-8.30824276979048,1.13,34896.930287370196,0.006140237002002134,3.6,0.0
dw1343-34,-8.80824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1355+51,-8.03824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1357-28,-8.608242769790479,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
UGC08882,-6.97824276979048,0.78,34896.930287370196,0.0011495913395945195,8.32,0.0
dw1401-32,-8.23824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1403-33,-8.358242769790479,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
M101dwC,-8.528242769790479,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1406-29,-8.23824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1408+56,-7.72824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1409-33,-8.22824276979048,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1412+56,-8.31824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1413-34,-8.858242769790479,1.13,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1416+57,-8.15824276979048,1.13,34896.930287370196,0.0016474814253081655,6.95,0.0
