Name,log_lambda,dlog_lambda,delta_tau,omega,D,flux
LSBC D640-14,-5.947212774126499,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
KKH67,-6.167212774126499,0.98,34896.930287370196,0.0007957747154594767,10.0,0.0
PGC4561602,-6.057212774126499,0.48,34896.930287370196,0.0020371832715762603,6.25,0.0
Virgo I,-13.27091027335921,0.98,125.62894903453277,9.824379203203415,0.09,0.0
PGC4560429,-6.447212774126499,0.98,34896.930287370196,0.0019611520728776144,6.37,0.0
N4258dwC,-6.657212774126499,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG090,-6.477212774126499,0.48,34896.930287370196,0.00896102332619563,2.98,0.0
PGC213976,-5.907212774126499,0.48,34896.930287370196,0.0013923439913837042,7.56,0.0
PGC1853813,-5.527212774126499,0.48,34896.930287370196,0.0012310566499892902,8.04,0.0
Hydra II,-11.381508587624188,0.98,262.1147208251363,4.708726126979152,0.13,0.0
PGC40195,-5.6472127741264995,0.48,34896.930287370196,0.00154362302329179,7.18,0.0
N4258dwB,-6.377212774126499,0.98,34896.930287370196,0.0013562276575944288,7.66,0.0
NGC 4631dw3,-6.967212774126499,0.98,34896.930287370196,0.0014532043744694607,7.4,0.0
BTS151,-6.047212774126499,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
KK177,-6.467212774126499,0.98,34896.930287370196,0.004110406588117131,4.4,0.0
KK180,-6.4372127741264995,0.98,34896.930287370196,0.004110406588117131,4.4,0.0
CenA-MM-Dw5,-8.287212774126498,0.98,34896.930287370196,0.00680358670581954,3.42,0.0
CenA-MM-Dw4,-6.8972127741264995,0.98,34896.930287370196,0.005205190412539666,3.91,0.0
NGC5128,-1.9572127741264989,0.36,34896.930287370196,0.005876171989156107,3.68,0.0
CenA-MM-Dw6,-7.557212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1326-29,-6.927212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw7,-7.697212774126499,0.98,34896.930287370196,0.006924536990275726,3.39,0.0
CenA-MM-Dw2,-7.767212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-34,-7.017212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1330-33,-7.617212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
CenA-MM-Dw1,-5.817212774126499,0.98,34896.930287370196,0.006039164867757036,3.63,0.0
CenA-MM-Dw3,-5.917212774126499,0.98,34896.930287370196,0.0037444521504203187,4.61,0.0
CenA-MM-Dw9,-6.887212774126499,0.98,34896.930287370196,0.005510905231713828,3.8,0.0
CenA-MM-Dw8,-7.327212774126499,0.98,34896.930287370196,0.006608930523959809,3.47,0.0
dw1335-29,-7.017212774126499,0.98,34896.930287370196,0.0031704045619717724,5.01,0.0
dw1336-32,-6.617212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1337-26,-6.727212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1340-30,-6.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1341-33,-6.747212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
KK211,-6.047212774126499,0.98,34896.930287370196,0.005876171989156107,3.68,0.0
M101Dw9,-7.6472127741264995,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
KK227,-5.917212774126499,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
BootesII,-13.635275309581935,0.48,24.815594871018813,49.73591971621729,0.04,0.0
BootesI,-11.339199212209348,0.98,75.99775929249513,16.24030031549952,0.07,0.0
M101Dw10,-8.137212774126498,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df3,-6.537212774126499,0.98,34896.930287370196,0.0018719530172839512,6.52,0.0
M101dwD,-6.837212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-dwA,-6.837212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw7,-7.677212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101-df2,-7.067212774126499,0.98,34896.930287370196,0.001686074118129531,6.87,0.0
M101dwB,-7.1872127741264995,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw11,-7.557212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
M101Dw14,-7.597212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
Pegasus III,-11.234956702770024,0.98,683.979833632456,1.8044778128332806,0.21,0.0
Aquarius 2,-11.62660992192141,0.48,187.66793621207975,6.57665054098741,0.11,0.0
Tucana III,-13.595152782798536,0.98,13.958772114948081,88.41941282883074,0.03,0.0
And XXIX,-8.592749571996949,0.48,8265.144066728702,0.1493290890334916,0.73,0.0
Cetus,-7.334141109656979,0.98,9679.632974376776,0.12750756536764565,0.79,0.0
NGC0404,-3.507212774126499,0.36,34896.930287370196,0.00896102332619563,2.98,0.0
N2146sat,-6.047212774126499,0.48,34896.930287370196,0.003929751681281367,4.5,0.0
KSP-DW1,-5.997212774126499,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW17,-5.407212774126499,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KK73,-4.457212774126499,0.48,34896.930287370196,0.0008285867507907919,9.8,0.0
KK74,-5.267212774126499,0.98,34896.930287370196,0.0008252150889737026,9.82,0.0
KSP-DW28,-5.547212774126499,0.48,34896.930287370196,0.0008252150889737026,9.82,0.0
[CKT2009]d0944+71,-7.107212774126499,0.48,34896.930287370196,0.006608930523959809,3.47,0.0
KDG061,-6.227212774126499,0.48,34896.930287370196,0.005940567913788682,3.66,0.0
NGC3115,-2.667212774126499,0.48,34896.930287370196,0.0008492575595283331,9.68,0.0
KKSG18,-4.397212774126499,0.48,34896.930287370196,0.0008457590769045348,9.7,0.0
LeoI,-7.939448596296225,0.98,1048.4588833005446,1.177181531744788,0.26,0.0
[CKT2009]d1009+70,-5.087212774126499,0.48,34896.930287370196,0.0009824379203203417,9.0,0.0
[CKT2009]d1014+68,-6.637212774126499,0.48,34896.930287370196,0.005396692677540939,3.84,0.0
[CKT2009]d1015+69,-7.167212774126499,0.48,34896.930287370196,0.004803981403204829,4.07,0.0
AGC205445,-5.3172127741264985,0.48,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG17,-5.557212774126499,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
LeG19,-5.887212774126499,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3384,-3.197212774126499,0.98,34896.930287370196,0.0008967849895414697,9.42,0.0
PGC032348,-5.167212774126499,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC740112,-6.497212774126499,0.48,34896.930287370196,0.0016147894811313964,7.02,0.0
AGC205544,-5.607212774126499,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
AGC202456,-5.237212774126498,0.98,34896.930287370196,0.0007357384573404925,10.4,0.0
NGC3521sat,-5.167212774126499,0.98,34896.930287370196,0.0006950604554629024,10.7,0.0
AGC213436,-5.517212774126499,0.48,34896.930287370196,0.00075009399138418,10.3,0.0
KDG078,-5.497212774126499,0.98,34896.930287370196,0.0008119321655540013,9.9,0.0
NGC3990,-4.257212774126499,0.98,34896.930287370196,0.00075009399138418,10.3,0.0
KDG098,-5.627212774126499,0.48,34896.930287370196,0.0009824379203203417,9.0,0.0
PGC4555586,-5.547212774126499,0.48,34896.930287370196,0.0011777320692209325,8.22,0.0
KK132,-6.697212774126499,0.48,34896.930287370196,0.0013562276575944288,7.66,0.0
KDG101,-5.677212774126499,0.36,34896.930287370196,0.0015015070557969233,7.28,0.0
PGC4323538,-5.907212774126499,0.98,34896.930287370196,0.0014184907254344943,7.49,0.0
LV J1228+4358,-5.257212774126499,0.98,34896.930287370196,0.004803981403204829,4.07,0.0
dw1240-42,-6.947212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
SUCD1,-6.407212774126499,0.98,34896.930287370196,0.0008725360768174958,9.55,0.0
HSC-9,-6.707212774126499,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1241-32,-7.407212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
N4625A,-6.467212774126499,0.98,34896.930287370196,0.0012750756536764568,7.9,0.0
HSC-10,-6.947212774126499,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
dw1243-42,-7.127212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
LV J1243+3232,-6.697212774126499,0.98,34896.930287370196,0.0014932908903349162,7.3,0.0
KK165,-6.357212774126499,0.98,34896.930287370196,0.00272899422311206,5.4,0.0
dw1251-40,-7.557212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-40,-6.427212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1252-43,-7.517212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1255+40,-6.357212774126499,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
dw1257-41,-6.677212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1258-37,-7.297212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1301-30,-7.087212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1302-40,-7.217212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
KDG218,-6.347212774126499,0.48,34896.930287370196,0.0031830988618379067,5.0,0.0
dw1306-29,-6.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1308+40,-6.257212774126499,0.98,34896.930287370196,0.0009737630142575243,9.04,0.0
ESO269-066,-5.367212774126499,0.98,34896.930287370196,0.005658842421045168,3.75,0.0
NGC5011C,-5.117212774126499,0.48,34896.930287370196,0.005719689751665553,3.73,0.0
LV J1313+1003,-6.367212774126499,0.48,34896.930287370196,0.002843667352030177,5.29,0.0
dw1314-28,-6.557212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-21,-6.747212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1318-44,-7.8972127741264995,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1321-27,-7.017212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1322-27,-6.637212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1323-40c,-7.167212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40b,-6.977212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1323-40,-6.827212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1325-33,-7.027212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1326-37,-7.367212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1327+51,-6.807212774126499,0.98,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1328-29,-7.057212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1329-45,-7.417212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1330-38,-7.657212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-40,-8.037212774126498,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1331-37,-7.927212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
UGCA361,-5.6472127741264995,0.48,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1337-44,-7.157212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1337-41,-7.327212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1338+50,-6.727212774126499,0.98,34896.930287370196,0.0011277986330208004,8.4,0.0
dw1341-43,-6.927212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1342-43,-7.007212774126499,0.98,34896.930287370196,0.006140237002002134,3.6,0.0
dw1343-34,-7.507212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1355+51,-6.737212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1357-28,-7.317212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
UGC08882,-5.6872127741264995,0.36,34896.930287370196,0.0011495913395945195,8.32,0.0
dw1401-32,-6.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1403-33,-7.057212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
M101dwC,-7.227212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1406-29,-6.9372127741264995,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1408+56,-6.427212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1409-33,-6.927212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
dw1412+56,-7.017212774126499,0.98,34896.930287370196,0.0016474814253081655,6.95,0.0
dw1413-34,-7.557212774126499,0.98,34896.930287370196,0.0033143470031631677,4.9,0.0
